"","X","POBP","SEX","AGEP","count","cont","lon","lat"
"76",76,"Belgium","female","middle",58,"EUROPE",4.93056678771973,49.7892570495605
"77",77,"Belgium","female","old",63,"EUROPE",6.23593759536743,50.5966796875
"78",78,"Belgium","female","very old",45,"EUROPE",5.81826162338257,51.08642578125
"79",79,"Bulgaria","male","very young",41,"EUROPE",22.767578125,43.3541526794434
"80",80,"Bulgaria","male","young",97,"EUROPE",22.47412109375,43.6022491455078
"81",81,"Bulgaria","male","middle",107,"EUROPE",27.5798816680908,41.9329109191895
"82",82,"Bulgaria","male","old",51,"EUROPE",26.4892578125,44.083984375
"83",83,"Bulgaria","male","very old",9,"EUROPE",26.3603515625,41.8015632629395
"84",84,"Bulgaria","female","very young",34,"EUROPE",24.0113277435303,41.4600563049316
"85",85,"Bulgaria","female","young",127,"EUROPE",28.1336917877197,43.3956069946289
"86",86,"Bulgaria","female","middle",115,"EUROPE",27.3628902435303,42.0250473022461
"87",87,"Bulgaria","female","old",38,"EUROPE",27.193359375,42.0770988464355
"88",88,"Bulgaria","female","very old",9,"EUROPE",26.1551761627197,41.4348640441895
"98",98,"Denmark","male","very young",19,"EUROPE",10.9079103469849,55.4692153930664
"99",99,"Denmark","male","young",27,"EUROPE",9.69829130172729,56.3272457122803
"100",100,"Denmark","male","middle",59,"EUROPE",10.347412109375,56.3753681182861
"101",101,"Denmark","male","old",30,"EUROPE",11.139404296875,55.5864028930664
"102",102,"Denmark","male","very old",29,"EUROPE",10.0162596702576,55.520751953125
"103",103,"Denmark","female","very young",22,"EUROPE",9.702880859375,55.6231937408447
"104",104,"Denmark","female","young",27,"EUROPE",10.0029292106628,55.8113784790039
"105",105,"Denmark","female","middle",59,"EUROPE",11.2193846702576,55.5456295013428
"106",106,"Denmark","female","old",65,"EUROPE",10.6792964935303,55.8073978424072
"107",107,"Denmark","female","very old",25,"EUROPE",12.4929203987122,55.840160369873
"108",108,"Finland","male","very young",11,"EUROPE",25.1158008575439,67.2195037841797
"109",109,"Finland","male","young",15,"EUROPE",25.1432426452637,65.8160537719727
"110",110,"Finland","male","middle",30,"EUROPE",22.9746875762939,64.1950790405273
"111",111,"Finland","male","old",27,"EUROPE",25.9804298400879,62.9579788208008
"112",112,"Finland","male","very old",7,"EUROPE",27.5158779144287,64.8435745239258
"113",113,"Finland","female","very young",10,"EUROPE",22.7422267913818,61.8721115112305
"114",114,"Finland","female","young",29,"EUROPE",24.6120315551758,63.9570808410645
"115",115,"Finland","female","middle",48,"EUROPE",24.2293357849121,64.23564453125
"116",116,"Finland","female","old",50,"EUROPE",22.2484569549561,65.7512496948242
"117",117,"Finland","female","very old",24,"EUROPE",24.2257621765137,62.8384574890137
"118",118,"France","male","very young",127,"EUROPE",1.88545737663905,46.8495769500732
"119",119,"France","male","young",299,"EUROPE",2.8610676129659,45.4861977895101
"120",120,"France","male","middle",475,"EUROPE",0.0601154565811157,45.7805334726969
"121",121,"France","male","old",200,"EUROPE",3.42232251167297,43.4267241160075
"122",122,"France","male","very old",63,"EUROPE",2.89550799131393,45.338321685791
"123",123,"France","female","very young",127,"EUROPE",0.732609152793884,45.4838949839274
"124",124,"France","female","young",252,"EUROPE",2.80592443545659,46.1031252543131
"125",125,"France","female","middle",436,"EUROPE",2.53764649232229,47.3258056640625
"126",126,"France","female","old",296,"EUROPE",3.62993991374969,47.5981458028158
"127",127,"France","female","very old",144,"EUROPE",1.71193031469981,45.6451663970947
"128",128,"Germany","male","very young",540,"EUROPE",10.4904104232788,49.4180854797363
"129",129,"Germany","male","young",1268,"EUROPE",8.95357398986816,52.2797554016113
"130",130,"Germany","male","middle",1824,"EUROPE",10.7480078697205,53.3419830322266
"131",131,"Germany","male","old",1165,"EUROPE",12.2443360328674,51.3185165405273
"132",132,"Germany","male","very old",431,"EUROPE",10.9057814598083,50.8595512390137
"133",133,"Germany","female","very young",576,"EUROPE",10.7984570503235,50.6498046875
"134",134,"Germany","female","young",1349,"EUROPE",8.23347673416138,50.5195701599121
"135",135,"Germany","female","middle",2321,"EUROPE",10.6424221038818,50.816650390625
"136",136,"Germany","female","old",1962,"EUROPE",12.2578321456909,49.9275886535645
"137",137,"Germany","female","very old",973,"EUROPE",9.66982460021973,51.9953514099121
"138",138,"Greece","male","very young",15,"EUROPE",22.3277346293132,39.2122226291233
"139",139,"Greece","male","young",83,"EUROPE",25.1624995337592,37.3882166544596
"140",140,"Greece","male","middle",232,"EUROPE",23.7136391533746,38.5848630269369
"141",141,"Greece","male","old",323,"EUROPE",24.106531990899,37.8314993116591
"142",142,"Greece","male","very old",125,"EUROPE",24.3458222283257,39.0317590501573
"143",143,"Greece","female","very young",15,"EUROPE",23.497721142239,38.8893500434028
"144",144,"Greece","female","young",61,"EUROPE",23.6677515241835,38.6108394198947
"145",145,"Greece","female","middle",172,"EUROPE",25.3726126352946,36.6935335795085
"146",146,"Greece","female","old",270,"EUROPE",25.0354056888156,38.4091953701443
"147",147,"Greece","female","very old",177,"EUROPE",23.6246638827854,38.6403961181641
"148",148,"Hungary","male","very young",21,"EUROPE",19.1261224746704,47.2384757995605
"149",149,"Hungary","male","young",64,"EUROPE",18.4980955123901,47.0260009765625
"150",150,"Hungary","male","middle",70,"EUROPE",21.4196290969849,47.2890625
"151",151,"Hungary","male","old",156,"EUROPE",19.5382814407349,47.7032470703125
"152",152,"Hungary","male","very old",80,"EUROPE",19.4007806777954,47.9190425872803
"153",153,"Hungary","female","very young",17,"EUROPE",17.39111328125,47.6200199127197
"154",154,"Hungary","female","young",70,"EUROPE",22.4290037155151,48.0434322357178
"155",155,"Hungary","female","middle",104,"EUROPE",19.3350095748901,47.9064712524414
"156",156,"Hungary","female","old",170,"EUROPE",21.3000974655151,48.1191883087158
"157",157,"Hungary","female","very old",94,"EUROPE",18.2418451309204,46.8347663879395
"158",158,"Iceland","male","very young",6,"EUROPE",-21.7954349517822,65.2477169036865
"159",159,"Iceland","male","young",17,"EUROPE",-16.2763667106628,65.4508571624756
"160",160,"Iceland","male","middle",13,"EUROPE",-21.3549194335938,65.1591663360596
"161",161,"Iceland","male","old",13,"EUROPE",-20.3230471611023,65.7515983581543
"162",162,"Iceland","male","very old",9,"EUROPE",-20.8438839912415,65.629810333252
"163",163,"Iceland","female","very young",10,"EUROPE",-18.9840452671051,65.1777353286743
"164",164,"Iceland","female","young",16,"EUROPE",-22.2276611328125,64.9408340454102
"165",165,"Iceland","female","middle",18,"EUROPE",-18.0222041606903,65.7039680480957
"166",166,"Iceland","female","old",12,"EUROPE",-19.2570195198059,64.6854829788208
"167",167,"Iceland","female","very old",6,"EUROPE",-20.6761474609375,65.151086807251
"168",168,"Ireland","male","very young",23,"EUROPE",-9.17817417780558,52.7526690165202
"169",169,"Ireland","male","young",123,"EUROPE",-8.96503893534342,52.8980611165365
"170",170,"Ireland","male","middle",261,"EUROPE",-7.92592795689901,54.0749842325846
"171",171,"Ireland","male","old",204,"EUROPE",-8.56442054112752,52.8989919026693
"172",172,"Ireland","male","very old",97,"EUROPE",-8.55362939834595,52.7398427327474
"173",173,"Ireland","female","very young",30,"EUROPE",-8.21100234985352,53.8237469991048
"174",174,"Ireland","female","young",75,"EUROPE",-9.22330713272095,54.0552075703939
"175",175,"Ireland","female","middle",182,"EUROPE",-8.97203795115153,53.3292643229167
"176",176,"Ireland","female","old",260,"EUROPE",-7.7778484026591,53.9711748758952
"177",177,"Ireland","female","very old",214,"EUROPE",-7.23691399892171,53.4071604410807
"178",178,"Italy","male","very young",119,"EUROPE",12.9063960711161,41.8023440043131
"179",179,"Italy","male","young",238,"EUROPE",9.95979841550191,45.1373774210612
"180",180,"Italy","male","middle",562,"EUROPE",12.088834921519,40.6897792816162
"181",181,"Italy","male","old",875,"EUROPE",13.7547202110291,41.7016353607178
"182",182,"Italy","male","very old",444,"EUROPE",11.21044921875,40.9797611236572
"183",183,"Italy","female","very young",103,"EUROPE",10.8809080123901,42.5243161519369
"184",184,"Italy","female","young",192,"EUROPE",13.2529296875,42.8989575703939
"185",185,"Italy","female","middle",496,"EUROPE",10.7645506858826,40.9869054158529
"186",186,"Italy","female","old",900,"EUROPE",12.257422208786,42.5997473398844
"187",187,"Italy","female","very old",610,"EUROPE",11.5848958492279,42.5182622273763
"188",188,"Netherlands","male","very young",48,"EUROPE",4.90200185775757,52.0039043426514
"189",189,"Netherlands","male","young",93,"EUROPE",4.55839848518372,51.8654518127441
"190",190,"Netherlands","male","middle",172,"EUROPE",4.66215813159943,52.2458744049072
"191",191,"Netherlands","male","old",174,"EUROPE",5.57573246955872,52.0675525665283
"192",192,"Netherlands","male","very old",59,"EUROPE",4.30864250659943,52.3422355651855
"193",193,"Netherlands","female","very young",45,"EUROPE",5.89926767349243,53.2230453491211
"194",194,"Netherlands","female","young",72,"EUROPE",4.19541001319885,51.369457244873
"195",195,"Netherlands","female","middle",157,"EUROPE",5.71782231330872,51.9113292694092
"196",196,"Netherlands","female","old",219,"EUROPE",5.05415034294128,52.8197250366211
"197",197,"Netherlands","female","very old",96,"EUROPE",4.36347651481628,52.4701156616211
"198",198,"Norway","male","very young",29,"EUROPE",16.5788243193375,68.8715466951069
"199",199,"Norway","male","young",36,"EUROPE",14.0508119683517,66.4032476324784
"200",200,"Norway","male","middle",43,"EUROPE",15.736276701877,68.6651079278243
"201",201,"Norway","male","old",46,"EUROPE",16.4089071876124,71.4885121395713
"202",202,"Norway","male","very old",17,"EUROPE",16.410007200743,71.8334346570467
"203",203,"Norway","female","very young",26,"EUROPE",17.8266496658325,69.2377303274054
"204",204,"Norway","female","young",33,"EUROPE",13.0599608421326,68.1032955771998
"205",205,"Norway","female","middle",40,"EUROPE",17.7818411525927,71.025898983604
"206",206,"Norway","female","old",61,"EUROPE",13.353847102115,69.9785043816817
"207",207,"Norway","female","very old",45,"EUROPE",13.1506632252743,69.2788587871351
"208",208,"Poland","male","very young",70,"EUROPE",20.5927731196086,52.2131512959798
"209",209,"Poland","male","young",479,"EUROPE",19.5573892593384,50.9533856709798
"210",210,"Poland","male","middle",656,"EUROPE",18.1779944101969,50.1649907430013
"211",211,"Poland","male","old",476,"EUROPE",19.4466800689697,51.4909337361654
"212",212,"Poland","male","very old",198,"EUROPE",18.2281573613485,50.7012850443522
"213",213,"Poland","female","very young",78,"EUROPE",19.8489583333333,50.9743817647298
"214",214,"Poland","female","young",611,"EUROPE",18.8423182169596,54.3251787821452
"215",215,"Poland","female","middle",769,"EUROPE",17.190559387207,53.5269203186035
"216",216,"Poland","female","old",611,"EUROPE",21.2488282521566,51.8904622395833
"217",217,"Poland","female","very old",323,"EUROPE",20.7004229227702,51.8421223958333
"218",218,"Portugal","male","very young",37,"EUROPE",-7.52421855926514,39.6447257995605
"219",219,"Portugal","male","young",102,"EUROPE",-6.91552734375,41.0380363464355
"220",220,"Portugal","male","middle",355,"EUROPE",-6.92846727371216,41.0091323852539
"221",221,"Portugal","male","old",299,"EUROPE",-8.77714824676514,41.9410629272461
"222",222,"Portugal","male","very old",61,"EUROPE",-8.81093692779541,38.2997550964355
"223",223,"Portugal","female","very young",21,"EUROPE",-8.80224704742432,38.183837890625
"224",224,"Portugal","female","young",99,"EUROPE",-8.80224704742432,38.183837890625
"225",225,"Portugal","female","middle",356,"EUROPE",-6.55898427963257,41.7040519714355
"226",226,"Portugal","female","old",311,"EUROPE",-7.89638662338257,41.8705558776855
"227",227,"Portugal","female","very old",115,"EUROPE",-7.40615272521973,37.179443359375
"238",238,"Romania","male","very young",62,"EUROPE",21.7609367370605,46.2648677825928
"239",239,"Romania","male","young",186,"EUROPE",21.015233039856,45.3764152526855
"240",240,"Romania","male","middle",262,"EUROPE",22.615478515625,46.8480472564697
"241",241,"Romania","male","old",176,"EUROPE",21.046142578125,46.5226554870605
"242",242,"Romania","male","very old",47,"EUROPE",22.9275875091553,46.4842510223389
"243",243,"Romania","female","very young",60,"EUROPE",21.704345703125,44.9124755859375
"244",244,"Romania","female","young",271,"EUROPE",22.1384763717651,44.34814453125
"245",245,"Romania","female","middle",305,"EUROPE",25.0588865280151,45.1124496459961
"246",246,"Romania","female","old",185,"EUROPE",24.7712888717651,45.354419708252
"247",247,"Romania","female","very old",79,"EUROPE",25.8175287246704,46.2423324584961
"248",248,"Spain","male","very young",81,"EUROPE",-3.41330574825406,40.9651727676392
"249",249,"Spain","male","young",163,"EUROPE",-1.56558835506439,38.3539180755615
"250",250,"Spain","male","middle",233,"EUROPE",0.600671350955963,42.9027833938599
"251",251,"Spain","male","old",126,"EUROPE",-0.494189336895943,41.4779787063599
"252",252,"Spain","male","very old",42,"EUROPE",1.05308853089809,42.091344833374
"253",253,"Spain","female","very young",88,"EUROPE",-3.50513914227486,39.8533811569214
"254",254,"Spain","female","young",155,"EUROPE",-3.95745849609375,40.1280145645142
"255",255,"Spain","female","middle",264,"EUROPE",-2.58067643642426,40.407958984375
"256",256,"Spain","female","old",130,"EUROPE",-3.03657235205173,42.2798337936401
"257",257,"Spain","female","very old",62,"EUROPE",-3.55570060666651,40.4457397460938
"258",258,"Sweden","male","very young",41,"EUROPE",18.9933399200439,63.7089378356934
"259",259,"Sweden","male","young",47,"EUROPE",18.3107423782349,61.8808303833008
"260",260,"Sweden","male","middle",63,"EUROPE",17.0353712081909,59.9346672058105
"261",261,"Sweden","male","old",54,"EUROPE",16.3241407394409,57.7454490661621
"262",262,"Sweden","male","very old",19,"EUROPE",17.9620315551758,61.0595802307129
"263",263,"Sweden","female","very young",29,"EUROPE",17.6137891769409,63.1110725402832
"264",264,"Sweden","female","young",77,"EUROPE",17.3351760864258,61.4556831359863
"265",265,"Sweden","female","middle",89,"EUROPE",14.2068559646606,57.8894432067871
"266",266,"Sweden","female","old",97,"EUROPE",18.2830078125,61.6099792480469
"267",267,"Sweden","female","very old",33,"EUROPE",19.1257225036621,64.7663955688477
"268",268,"Switzerland","male","very young",33,"EUROPE",6.7841796875,46.31396484375
"269",269,"Switzerland","male","young",40,"EUROPE",8.82675743103027,46.06103515625
"270",270,"Switzerland","male","middle",91,"EUROPE",8.75478553771973,47.6980438232422
"271",271,"Switzerland","male","old",55,"EUROPE",8.77011775970459,47.7099113464355
"272",272,"Switzerland","male","very old",38,"EUROPE",6.23466730117798,46.3326148986816
"273",273,"Switzerland","female","very young",50,"EUROPE",8.64169883728027,46.1107902526855
"274",274,"Switzerland","female","young",44,"EUROPE",6.80566453933716,46.1306648254395
"275",275,"Switzerland","female","middle",77,"EUROPE",8.43007850646973,47.5921401977539
"276",276,"Switzerland","female","old",74,"EUROPE",9.50234413146973,47.062744140625
"277",277,"Switzerland","female","very old",57,"EUROPE",8.77802753448486,45.9961929321289
"278",278,"UnitedKingdom","male","very young",244,"EUROPE",-3.96514754825168,55.3036732143826
"279",279,"UnitedKingdom","male","young",435,"EUROPE",-3.39744461907281,57.6889266967773
"280",280,"UnitedKingdom","male","middle",773,"EUROPE",-2.19599611229367,53.6561796400282
"281",281,"UnitedKingdom","male","old",494,"EUROPE",-5.83860680792067,55.8780229356554
"282",282,"UnitedKingdom","male","very old",94,"EUROPE",-3.69175896379683,54.4914711846246
"283",283,"UnitedKingdom","female","very young",219,"EUROPE",-4.72683926423391,54.7250586615668
"284",284,"UnitedKingdom","female","young",317,"EUROPE",-4.18591565721565,56.4125590854221
"285",285,"UnitedKingdom","female","middle",666,"EUROPE",-4.09224175744587,54.3173722161187
"286",286,"UnitedKingdom","female","old",566,"EUROPE",-3.56885854403178,55.8585120307075
"287",287,"UnitedKingdom","female","very old",161,"EUROPE",-5.09071184529199,56.9269849989149
"288",288,"England","male","very young",184,"EUROPE",-5.1759873231252,56.5253630744086
"289",289,"England","male","young",374,"EUROPE",-3.87105036775271,56.2403971354167
"290",290,"England","male","middle",787,"EUROPE",-5.46421962314182,54.969960530599
"291",291,"England","male","old",617,"EUROPE",-3.85533859994676,55.7186258104112
"292",292,"England","male","very old",169,"EUROPE",-3.65282650788625,56.7511117723253
"293",293,"England","female","very young",182,"EUROPE",-3.08320852120717,53.3510309855143
"294",294,"England","female","young",349,"EUROPE",-5.04712455802494,57.0238711039225
"295",295,"England","female","middle",825,"EUROPE",-4.28766812880834,55.7912114461263
"296",296,"England","female","old",811,"EUROPE",-4.05640731917487,54.9544982910156
"297",297,"England","female","very old",449,"EUROPE",-3.9793730047014,55.1701316833496
"298",298,"Scotland","male","very young",17,"EUROPE",-5.05558805333243,56.2130584716797
"299",299,"Scotland","male","young",56,"EUROPE",-3.78734278678894,54.369140625
"300",300,"Scotland","male","middle",118,"EUROPE",-5.89753142992655,56.0588001675076
"301",301,"Scotland","male","old",109,"EUROPE",-3.25261506107118,57.7289810180664
"302",302,"Scotland","male","very old",44,"EUROPE",-3.92842341793908,56.8636220296224
"303",303,"Scotland","female","very young",14,"EUROPE",-3.70899522966809,53.9567599826389
"304",304,"Scotland","female","young",42,"EUROPE",-3.63065311312675,55.938291337755
"305",305,"Scotland","female","middle",126,"EUROPE",-4.5979058014022,55.480830722385
"306",306,"Scotland","female","old",193,"EUROPE",-5.03270403544108,55.9387537638346
"307",307,"Scotland","female","very old",107,"EUROPE",-4.85883801182111,54.2871687147352
"308",308,"Yugoslavia","male","very young",4,"EUROPE",-3.21220164166556,57.5312991672092
"309",309,"Yugoslavia","male","young",35,"EUROPE",-3.75193686948882,56.664008670383
"310",310,"Yugoslavia","male","middle",65,"EUROPE",-3.18649638526969,55.9517368740506
"311",311,"Yugoslavia","male","old",79,"EUROPE",-3.6066569785277,53.4568638271756
"312",312,"Yugoslavia","male","very old",45,"EUROPE",-3.98799372712771,55.8589846293131
"313",313,"Yugoslavia","female","very young",5,"EUROPE",-3.58989808956782,55.238525390625
"314",314,"Yugoslavia","female","young",22,"EUROPE",-3.35917431778378,56.2158046298557
"315",315,"Yugoslavia","female","middle",63,"EUROPE",-4.65176867114173,57.2964248657227
"316",316,"Yugoslavia","female","old",82,"EUROPE",-4.25443240006765,55.6880654229058
"317",317,"Yugoslavia","female","very old",51,"EUROPE",-3.9669271045261,55.5235845777724
"318",318,"CzechRepublic","male","very young",9,"EUROPE",16.131884098053,50.297924041748
"319",319,"CzechRepublic","male","young",30,"EUROPE",17.3331537246704,49.3888416290283
"320",320,"CzechRepublic","male","middle",35,"EUROPE",16.9617681503296,50.2621822357178
"321",321,"CzechRepublic","male","old",32,"EUROPE",15.305468082428,48.8702144622803
"322",322,"CzechRepublic","male","very old",19,"EUROPE",18.0825681686401,49.9787101745605
"323",323,"CzechRepublic","female","very young",8,"EUROPE",13.7255368232727,49.4783191680908
"324",324,"CzechRepublic","female","young",54,"EUROPE",17.9179201126099,49.675048828125
"325",325,"CzechRepublic","female","middle",53,"EUROPE",15.1000490188599,48.8958015441895
"326",326,"CzechRepublic","female","old",44,"EUROPE",14.5269041061401,48.9814453125
"327",327,"CzechRepublic","female","very old",31,"EUROPE",15.490186214447,50.5091285705566
"328",328,"Slovakia","male","very young",4,"EUROPE",19.9161128997803,49.2213859558105
"329",329,"Slovakia","male","young",20,"EUROPE",21.7214832305908,48.3465805053711
"330",330,"Slovakia","male","middle",26,"EUROPE",21.5046863555908,48.5218772888184
"331",331,"Slovakia","male","old",21,"EUROPE",18.7497081756592,49.4939956665039
"332",332,"Slovakia","male","very old",6,"EUROPE",19.7566413879395,49.2043952941895
"333",333,"Slovakia","female","very young",3,"EUROPE",21.6325187683105,48.4185066223145
"334",334,"Slovakia","female","young",33,"EUROPE",22.4832038879395,48.9832496643066
"335",335,"Slovakia","female","middle",31,"EUROPE",19.4796867370605,49.5763664245605
"336",336,"Slovakia","female","old",20,"EUROPE",16.9044933319092,48.5035171508789
"337",337,"Slovakia","female","very old",18,"EUROPE",19.5642566680908,48.2128410339355
"338",338,"BosniaandHerzegovina","male","very young",23,"EUROPE",-4.61301001575258,56.1398705376519
"339",339,"BosniaandHerzegovina","male","young",197,"EUROPE",-4.5688857237498,56.4694451226128
"340",340,"BosniaandHerzegovina","male","middle",181,"EUROPE",-4.00048829449548,56.2577913072374
"341",341,"BosniaandHerzegovina","male","old",63,"EUROPE",-2.09297954373889,55.2411236233181
"342",342,"BosniaandHerzegovina","male","very old",4,"EUROPE",-3.06436633401447,55.3124788072374
"343",343,"BosniaandHerzegovina","female","very young",39,"EUROPE",-5.40335828728146,55.2274848090278
"344",344,"BosniaandHerzegovina","female","young",181,"EUROPE",-2.58009986744987,56.3274154663086
"345",345,"BosniaandHerzegovina","female","middle",195,"EUROPE",-4.58281256092919,54.882741716173
"346",346,"BosniaandHerzegovina","female","old",72,"EUROPE",-4.49386401971181,54.7978782653809
"347",347,"BosniaandHerzegovina","female","very old",11,"EUROPE",-4.6634710099962,54.216438293457
"348",348,"Croatia","male","very young",7,"EUROPE",15.7426751454671,44.4427897135417
"349",349,"Croatia","male","young",51,"EUROPE",14.8474610646566,45.2251141866048
"350",350,"Croatia","male","middle",54,"EUROPE",16.6087242762248,45.1331380208333
"351",351,"Croatia","male","old",72,"EUROPE",17.1095377604167,44.3291015625
"352",352,"Croatia","male","very old",27,"EUROPE",16.8073565165202,43.1997235616048
"353",353,"Croatia","female","very young",11,"EUROPE",16.0390952428182,44.1221669514974
"354",354,"Croatia","female","young",36,"EUROPE",15.0676104227702,44.9047037760417
"355",355,"Croatia","female","middle",59,"EUROPE",15.4632167816162,44.2492345174154
"356",356,"Croatia","female","old",78,"EUROPE",16.3704099655151,44.4299964904785
"357",357,"Croatia","female","very old",38,"EUROPE",16.2668943405151,44.9870618184408
"358",358,"Macedonia","male","very young",2,"EUROPE",NA,NA
"359",359,"Macedonia","male","young",30,"EUROPE",NA,NA
"360",360,"Macedonia","male","middle",32,"EUROPE",NA,NA
"361",361,"Macedonia","male","old",26,"EUROPE",NA,NA
"362",362,"Macedonia","male","very old",3,"EUROPE",NA,NA
"363",363,"Macedonia","female","very young",3,"EUROPE",NA,NA
"364",364,"Macedonia","female","young",22,"EUROPE",NA,NA
"365",365,"Macedonia","female","middle",36,"EUROPE",NA,NA
"366",366,"Macedonia","female","old",16,"EUROPE",NA,NA
"367",367,"Macedonia","female","very old",4,"EUROPE",NA,NA
"368",368,"Serbia","male","very young",16,"EUROPE",21.4833993911743,45.0790767669678
"369",369,"Serbia","male","young",52,"EUROPE",20.5879878997803,44.2083492279053
"370",370,"Serbia","male","middle",56,"EUROPE",20.6161127090454,43.0582523345947
"371",371,"Serbia","male","old",35,"EUROPE",20.5760259628296,43.6392097473145
"372",372,"Serbia","male","very old",14,"EUROPE",19.9574222564697,44.9238758087158
"373",373,"Serbia","female","very young",12,"EUROPE",20.8527345657349,43.7473640441895
"374",374,"Serbia","female","young",55,"EUROPE",19.3026857376099,43.7792472839355
"375",375,"Serbia","female","middle",60,"EUROPE",21.0238285064697,43.7798824310303
"376",376,"Serbia","female","old",43,"EUROPE",19.5178718566895,44.6189460754395
"377",377,"Serbia","female","very old",11,"EUROPE",21.3140134811401,44.0291023254395
"378",378,"Latvia","male","very young",7,"EUROPE",21.0149421691895,56.2589378356934
"379",379,"Latvia","male","young",14,"EUROPE",26.5935554504395,55.6675300598145
"380",380,"Latvia","male","middle",18,"EUROPE",24.94384765625,56.3255844116211
"381",381,"Latvia","male","old",46,"EUROPE",26.2980461120605,57.60107421875
"382",382,"Latvia","male","very old",26,"EUROPE",26.6202144622803,55.6796379089355
"383",383,"Latvia","female","very young",3,"EUROPE",24.3015613555908,57.7841300964355
"384",384,"Latvia","female","young",43,"EUROPE",24.9113292694092,58.0045890808105
"385",385,"Latvia","female","middle",27,"EUROPE",27.3519535064697,57.5281219482422
"386",386,"Latvia","female","old",32,"EUROPE",25.1110343933105,58.0634231567383
"387",387,"Latvia","female","very old",45,"EUROPE",22.5869140625,56.3750991821289
"388",388,"Lithuania","male","very young",12,"EUROPE",25.9644527435303,54.9471664428711
"389",389,"Lithuania","male","young",46,"EUROPE",21.236328125,55.2711906433105
"390",390,"Lithuania","male","middle",37,"EUROPE",25.0460929870605,54.133056640625
"391",391,"Lithuania","male","old",34,"EUROPE",22.0428714752197,56.4007835388184
"392",392,"Lithuania","male","very old",21,"EUROPE",25.8592777252197,54.9192886352539
"393",393,"Lithuania","female","very young",14,"EUROPE",24.6207027435303,53.9798355102539
"394",394,"Lithuania","female","young",56,"EUROPE",26.5666007995605,55.5464820861816
"395",395,"Lithuania","female","middle",64,"EUROPE",25.5575199127197,54.3106918334961
"396",396,"Lithuania","female","old",50,"EUROPE",25.5675792694092,54.3770523071289
"397",397,"Lithuania","female","very old",32,"EUROPE",23.8126945495605,56.3292465209961
"398",398,"Armenia","male","very young",26,"EUROPE",44.9943351745605,41.0855941772461
"399",399,"Armenia","male","young",109,"EUROPE",43.6781234741211,40.2393074035645
"400",400,"Armenia","male","middle",114,"EUROPE",45.5143547058105,40.5995597839355
"401",401,"Armenia","male","old",50,"EUROPE",43.5174827575684,41.0048332214355
"402",402,"Armenia","male","very old",9,"EUROPE",45.15283203125,39.5826683044434
"403",403,"Armenia","female","very young",21,"EUROPE",46.5847663879395,39.2236824035645
"404",404,"Armenia","female","young",140,"EUROPE",44.3996124267578,39.9957504272461
"405",405,"Armenia","female","middle",112,"EUROPE",45.5809555053711,39.989013671875
"406",406,"Armenia","female","old",71,"EUROPE",45.9312515258789,40.1046867370605
"407",407,"Armenia","female","very old",14,"EUROPE",45.4788093566895,40.6069793701172
"408",408,"Azerbaijan","male","very young",7,"EUROPE",47.2380352020264,39.1350345611572
"409",409,"Azerbaijan","male","young",26,"EUROPE",46.51171875,39.1212882995605
"410",410,"Azerbaijan","male","middle",35,"EUROPE",45.9025402069092,40.642333984375
