"","ST","POBP","count","location","country","region"
"4385",42,327,35,"PA","Cuba","AMERICA"
"4386",42,328,3,"PA","Dominica","AMERICA"
"4387",42,329,273,"PA","DominicanRepublic","AMERICA"
"4388",42,330,5,"PA","Grenada","AMERICA"
"4389",42,332,75,"PA","Haiti","AMERICA"
"4390",42,333,132,"PA","Jamaica","AMERICA"
"4391",42,339,2,"PA","St.Lucia",NA
"4392",42,340,5,"PA","St.Vincent",NA
"4393",42,341,47,"PA","Trinidad",NA
"4394",42,343,6,"PA","WestIndies",NA
"4395",42,344,1,"PA","Caribbean",NA
"4396",42,360,28,"PA","Argentina","AMERICA"
"4397",42,361,7,"PA","Bolivia","AMERICA"
"4398",42,362,49,"PA","Brazil","AMERICA"
"4399",42,363,8,"PA","Chile","AMERICA"
"4400",42,364,74,"PA","Colombia","AMERICA"
"4401",42,365,34,"PA","Ecuador","AMERICA"
"4402",42,368,33,"PA","Guyana","AMERICA"
"4403",42,369,5,"PA","Paraguay","AMERICA"
"4404",42,370,28,"PA","Peru","AMERICA"
"4405",42,372,10,"PA","Uruguay","AMERICA"
"4406",42,373,18,"PA","Venezuela","AMERICA"
"4407",42,374,1,"PA","SouthAmerica",NA
"4408",42,399,1,"PA","Americas",NA
"4409",42,400,11,"PA","Algeria","AFRICA"
"4410",42,407,9,"PA","Cameroon","AFRICA"
"4411",42,408,1,"PA","CapeVerde","AFRICA"
"4412",42,412,11,"PA","Congo","AFRICA"
"4413",42,414,51,"PA","Egypt","AFRICA"
"4414",42,416,21,"PA","Ethiopia","AFRICA"
"4415",42,417,18,"PA","Eritrea","AFRICA"
"4416",42,420,2,"PA","Gambia","AFRICA"
"4417",42,421,26,"PA","Ghana","AFRICA"
"4418",42,423,9,"PA","Guinea","AFRICA"
"4419",42,427,50,"PA","Kenya","AFRICA"
"4420",42,429,66,"PA","Liberia","AFRICA"
"4421",42,430,3,"PA","Libya","AFRICA"
"4422",42,436,23,"PA","Morocco","AFRICA"
"4423",42,440,51,"PA","Nigeria","AFRICA"
"4424",42,444,7,"PA","Senegal","AFRICA"
"4425",42,447,17,"PA","SierraLeone","AFRICA"
"4426",42,448,6,"PA","Somalia","AFRICA"
"4427",42,449,23,"PA","SouthAfrica","AFRICA"
"4428",42,451,5,"PA","Sudan","AFRICA"
"4429",42,453,8,"PA","Tanzania","AFRICA"
"4430",42,454,3,"PA","Togo","AFRICA"
"4431",42,457,3,"PA","Uganda","AFRICA"
"4432",42,459,4,"PA","DemocraticRepublicofCongo",NA
"4433",42,460,6,"PA","Zambia","AFRICA"
"4434",42,461,7,"PA","Zimbabwe","AFRICA"
"4435",42,462,20,"PA","Africa",NA
"4436",42,463,5,"PA","EasternAfrica",NA
"4437",42,464,1,"PA","NorthernAfrica",NA
"4438",42,467,24,"PA","WesternAfrica",NA
"4439",42,468,7,"PA","OtherAfrica",NA
"4440",42,501,24,"PA","Australia","OCEANIA"
"4441",42,508,1,"PA","Fiji","OCEANIA"
"4442",42,512,1,"PA","Micronesia","OCEANIA"
"4443",42,515,4,"PA","NewZealand","OCEANIA"
"4444",42,554,1,"PA","OtherUSIslandAreas",NA
"4445",44,100,3,"RI","Albania","EUROPE"
"4446",44,102,1,"RI","Austria","EUROPE"
"4447",44,103,1,"RI","Belgium","EUROPE"
"4448",44,104,2,"RI","Bulgaria","EUROPE"
"4449",44,109,7,"RI","France","EUROPE"
"4450",44,110,20,"RI","Germany","EUROPE"
"4451",44,116,11,"RI","Greece","EUROPE"
"4452",44,117,1,"RI","Hungary","EUROPE"
"4453",44,118,1,"RI","Iceland","EUROPE"
"4454",44,119,8,"RI","Ireland","EUROPE"
"4455",44,120,26,"RI","Italy","EUROPE"
"4456",44,126,1,"RI","Netherlands","EUROPE"
"4457",44,127,2,"RI","Norway","EUROPE"
"4458",44,128,12,"RI","Poland","EUROPE"
"4459",44,129,133,"RI","Portugal","EUROPE"
"4460",44,130,13,"RI","AzoresIslands",NA
"4461",44,132,3,"RI","Romania","EUROPE"
"4462",44,134,6,"RI","Spain","EUROPE"
"4463",44,136,2,"RI","Sweden","EUROPE"
"4464",44,138,15,"RI","UnitedKingdom","EUROPE"
"4465",44,139,11,"RI","England","EUROPE"
"4466",44,140,1,"RI","Scotland","EUROPE"
"4467",44,147,1,"RI","Yugoslavia","EUROPE"
"4468",44,149,1,"RI","Slovakia","EUROPE"
"4469",44,151,1,"RI","Croatia","EUROPE"
"4470",44,156,2,"RI","Latvia","EUROPE"
"4471",44,157,2,"RI","Lithuania","EUROPE"
"4472",44,158,7,"RI","Armenia","EUROPE"
"4473",44,159,1,"RI","Azerbaijan","EUROPE"
"4474",44,161,1,"RI","Georgia","EUROPE"
"4475",44,163,16,"RI","Russia",NA
"4476",44,164,2,"RI","Ukraine","EUROPE"
"4477",44,165,6,"RI","USSR",NA
"4478",44,169,4,"RI","OtherEurope",NA
"4479",44,202,9,"RI","Bangladesh","ASIA"
"4480",44,205,5,"RI","Myanmar",NA
"4481",44,206,24,"RI","Cambodia","ASIA"
"4482",44,207,45,"RI","China","ASIA"
"4483",44,210,25,"RI","India","ASIA"
"4484",44,211,1,"RI","Indonesia","ASIA"
"4485",44,212,2,"RI","Iran","ASIA"
"4486",44,214,4,"RI","Israel","ASIA"
"4487",44,215,11,"RI","Japan","ASIA"
"4488",44,216,1,"RI","Jordan","ASIA"
"4489",44,217,14,"RI","Korea",NA
"4490",44,223,17,"RI","Laos","ASIA"
"4491",44,224,3,"RI","Lebanon","ASIA"
"4492",44,226,3,"RI","Malaysia","ASIA"
"4493",44,229,1,"RI","Nepal","ASIA"
"4494",44,231,6,"RI","Pakistan","ASIA"
"4495",44,233,23,"RI","Philippines","ASIA"
"4496",44,235,4,"RI","SaudiArabia","ASIA"
"4497",44,236,1,"RI","Singapore","ASIA"
"4498",44,239,7,"RI","Syria","ASIA"
"4499",44,240,6,"RI","Taiwan","ASIA"
"4500",44,242,3,"RI","Thailand","ASIA"
"4501",44,243,2,"RI","Turkey","ASIA"
"4502",44,247,6,"RI","Vietnam","ASIA"
"4503",44,253,2,"RI","SouthCentralAsia",NA
"4504",44,301,26,"RI","Canada","AMERICA"
"4505",44,303,28,"RI","Mexico","AMERICA"
"4506",44,312,17,"RI","ElSalvador","AMERICA"
"4507",44,313,98,"RI","Guatemala","AMERICA"
"4508",44,314,4,"RI","Honduras","AMERICA"
"4509",44,316,2,"RI","Panama","AMERICA"
"4510",44,323,1,"RI","Bahamas","AMERICA"
"4511",44,324,2,"RI","Barbados","AMERICA"
"4512",44,327,11,"RI","Cuba","AMERICA"
"4513",44,328,5,"RI","Dominica","AMERICA"
"4514",44,329,176,"RI","DominicanRepublic","AMERICA"
"4515",44,332,21,"RI","Haiti","AMERICA"
"4516",44,333,9,"RI","Jamaica","AMERICA"
"4517",44,339,1,"RI","St.Lucia",NA
"4518",44,341,3,"RI","Trinidad",NA
"4519",44,343,1,"RI","WestIndies",NA
"4520",44,360,2,"RI","Argentina","AMERICA"
"4521",44,361,12,"RI","Bolivia","AMERICA"
"4522",44,362,14,"RI","Brazil","AMERICA"
"4523",44,363,7,"RI","Chile","AMERICA"
"4524",44,364,50,"RI","Colombia","AMERICA"
"4525",44,365,1,"RI","Ecuador","AMERICA"
"4526",44,368,1,"RI","Guyana","AMERICA"
"4527",44,370,10,"RI","Peru","AMERICA"
"4528",44,373,5,"RI","Venezuela","AMERICA"
"4529",44,408,80,"RI","CapeVerde","AFRICA"
"4530",44,414,2,"RI","Egypt","AFRICA"
"4531",44,420,2,"RI","Gambia","AFRICA"
"4532",44,421,7,"RI","Ghana","AFRICA"
"4533",44,423,3,"RI","Guinea","AFRICA"
"4534",44,427,1,"RI","Kenya","AFRICA"
"4535",44,429,38,"RI","Liberia","AFRICA"
"4536",44,436,1,"RI","Morocco","AFRICA"
"4537",44,440,16,"RI","Nigeria","AFRICA"
"4538",44,444,6,"RI","Senegal","AFRICA"
"4539",44,449,2,"RI","SouthAfrica","AFRICA"
"4540",44,457,1,"RI","Uganda","AFRICA"
"4541",44,461,2,"RI","Zimbabwe","AFRICA"
"4542",44,462,13,"RI","Africa",NA
"4543",44,467,2,"RI","WesternAfrica",NA
"4544",44,468,2,"RI","OtherAfrica",NA
"4545",44,501,1,"RI","Australia","OCEANIA"
"4546",44,508,9,"RI","Fiji","OCEANIA"
"4547",44,515,1,"RI","NewZealand","OCEANIA"
"4548",45,100,4,"SC","Albania","EUROPE"
"4549",45,102,9,"SC","Austria","EUROPE"
"4550",45,103,4,"SC","Belgium","EUROPE"
"4551",45,104,2,"SC","Bulgaria","EUROPE"
"4552",45,106,3,"SC","Denmark","EUROPE"
"4553",45,108,2,"SC","Finland","EUROPE"
"4554",45,109,19,"SC","France","EUROPE"
"4555",45,110,95,"SC","Germany","EUROPE"
"4556",45,116,10,"SC","Greece","EUROPE"
"4557",45,117,1,"SC","Hungary","EUROPE"
"4558",45,118,1,"SC","Iceland","EUROPE"
"4559",45,119,6,"SC","Ireland","EUROPE"
"4560",45,120,17,"SC","Italy","EUROPE"
"4561",45,126,3,"SC","Netherlands","EUROPE"
"4562",45,127,2,"SC","Norway","EUROPE"
"4563",45,128,11,"SC","Poland","EUROPE"
"4564",45,129,6,"SC","Portugal","EUROPE"
"4565",45,132,14,"SC","Romania","EUROPE"
"4566",45,134,2,"SC","Spain","EUROPE"
"4567",45,136,3,"SC","Sweden","EUROPE"
"4568",45,137,3,"SC","Switzerland","EUROPE"
"4569",45,138,36,"SC","UnitedKingdom","EUROPE"
"4570",45,139,51,"SC","England","EUROPE"
"4571",45,140,16,"SC","Scotland","EUROPE"
"4572",45,148,5,"SC","CzechRepublic","EUROPE"
"4573",45,149,1,"SC","Slovakia","EUROPE"
"4574",45,150,1,"SC","BosniaandHerzegovina",NA
"4575",45,156,1,"SC","Latvia","EUROPE"
"4576",45,157,10,"SC","Lithuania","EUROPE"
"4577",45,160,3,"SC","Belarus","EUROPE"
"4578",45,163,28,"SC","Russia",NA
"4579",45,164,22,"SC","Ukraine","EUROPE"
"4580",45,169,1,"SC","OtherEurope",NA
"4581",45,202,3,"SC","Bangladesh","ASIA"
"4582",45,203,2,"SC","Bhutan","ASIA"
"4583",45,205,8,"SC","Myanmar",NA
"4584",45,207,95,"SC","China","ASIA"
"4585",45,208,1,"SC","Cyprus","EUROPE"
"4586",45,209,3,"SC","HongKong","ASIA"
"4587",45,210,83,"SC","India","ASIA"
"4588",45,211,2,"SC","Indonesia","ASIA"
"4589",45,212,8,"SC","Iran","ASIA"
"4590",45,213,12,"SC","Iraq","ASIA"
"4591",45,214,3,"SC","Israel","ASIA"
"4592",45,215,23,"SC","Japan","ASIA"
"4593",45,216,2,"SC","Jordan","ASIA"
"4594",45,217,41,"SC","Korea",NA
"4595",45,218,8,"SC","Kazakhstan","ASIA"
"4596",45,222,3,"SC","Kuwait","ASIA"
"4597",45,223,2,"SC","Laos","ASIA"
"4598",45,224,2,"SC","Lebanon","ASIA"
"4599",45,229,5,"SC","Nepal","ASIA"
"4600",45,231,7,"SC","Pakistan","ASIA"
"4601",45,233,79,"SC","Philippines","ASIA"
"4602",45,235,8,"SC","SaudiArabia","ASIA"
"4603",45,236,2,"SC","Singapore","ASIA"
"4604",45,238,1,"SC","SriLanka","ASIA"
"4605",45,239,7,"SC","Syria","ASIA"
"4606",45,240,14,"SC","Taiwan","ASIA"
"4607",45,242,10,"SC","Thailand","ASIA"
"4608",45,243,6,"SC","Turkey","ASIA"
"4609",45,247,37,"SC","Vietnam","ASIA"
"4610",45,249,3,"SC","Asia",NA
"4611",45,301,92,"SC","Canada","AMERICA"
"4612",45,303,465,"SC","Mexico","AMERICA"
"4613",45,310,2,"SC","Belize","AMERICA"
"4614",45,311,10,"SC","CostaRica","AMERICA"
"4615",45,312,11,"SC","ElSalvador","AMERICA"
"4616",45,313,69,"SC","Guatemala","AMERICA"
"4617",45,314,43,"SC","Honduras","AMERICA"
"4618",45,315,9,"SC","Nicaragua","AMERICA"
"4619",45,316,9,"SC","Panama","AMERICA"
"4620",45,321,1,"SC","Antigua",NA
"4621",45,323,1,"SC","Bahamas","AMERICA"
"4622",45,324,3,"SC","Barbados","AMERICA"
"4623",45,327,21,"SC","Cuba","AMERICA"
"4624",45,329,15,"SC","DominicanRepublic","AMERICA"
"4625",45,332,5,"SC","Haiti","AMERICA"
"4626",45,333,32,"SC","Jamaica","AMERICA"
"4627",45,340,5,"SC","St.Vincent",NA
"4628",45,341,16,"SC","Trinidad",NA
"4629",45,343,1,"SC","WestIndies",NA
"4630",45,344,4,"SC","Caribbean",NA
"4631",45,360,13,"SC","Argentina","AMERICA"
"4632",45,361,4,"SC","Bolivia","AMERICA"
"4633",45,362,21,"SC","Brazil","AMERICA"
"4634",45,363,3,"SC","Chile","AMERICA"
"4635",45,364,72,"SC","Colombia","AMERICA"
"4636",45,365,2,"SC","Ecuador","AMERICA"
"4637",45,368,3,"SC","Guyana","AMERICA"
"4638",45,369,1,"SC","Paraguay","AMERICA"
"4639",45,370,14,"SC","Peru","AMERICA"
"4640",45,372,7,"SC","Uruguay","AMERICA"
"4641",45,373,7,"SC","Venezuela","AMERICA"
"4642",45,400,1,"SC","Algeria","AFRICA"
"4643",45,414,12,"SC","Egypt","AFRICA"
"4644",45,421,9,"SC","Ghana","AFRICA"
"4645",45,427,5,"SC","Kenya","AFRICA"
"4646",45,429,2,"SC","Liberia","AFRICA"
"4647",45,430,3,"SC","Libya","AFRICA"
"4648",45,436,8,"SC","Morocco","AFRICA"
"4649",45,440,9,"SC","Nigeria","AFRICA"
"4650",45,447,1,"SC","SierraLeone","AFRICA"
"4651",45,449,17,"SC","SouthAfrica","AFRICA"
"4652",45,453,2,"SC","Tanzania","AFRICA"
"4653",45,454,1,"SC","Togo","AFRICA"
"4654",45,457,4,"SC","Uganda","AFRICA"
"4655",45,459,3,"SC","DemocraticRepublicofCongo",NA
"4656",45,460,1,"SC","Zambia","AFRICA"
"4657",45,461,2,"SC","Zimbabwe","AFRICA"
"4658",45,462,7,"SC","Africa",NA
"4659",45,468,3,"SC","OtherAfrica",NA
"4660",45,501,11,"SC","Australia","OCEANIA"
"4661",45,508,1,"SC","Fiji","OCEANIA"
"4662",45,512,6,"SC","Micronesia","OCEANIA"
"4663",45,515,2,"SC","NewZealand","OCEANIA"
"4664",45,554,2,"SC","OtherUSIslandAreas",NA
"4665",46,106,1,"SD","Denmark","EUROPE"
"4666",46,110,6,"SD","Germany","EUROPE"
"4667",46,118,1,"SD","Iceland","EUROPE"
"4668",46,126,3,"SD","Netherlands","EUROPE"
"4669",46,127,2,"SD","Norway","EUROPE"
"4670",46,128,1,"SD","Poland","EUROPE"
"4671",46,134,1,"SD","Spain","EUROPE"
"4672",46,137,2,"SD","Switzerland","EUROPE"
"4673",46,139,4,"SD","England","EUROPE"
"4674",46,147,2,"SD","Yugoslavia","EUROPE"
"4675",46,163,3,"SD","Russia",NA
"4676",46,164,1,"SD","Ukraine","EUROPE"
"4677",46,165,1,"SD","USSR",NA
"4678",46,200,2,"SD","Afghanistan","ASIA"
"4679",46,202,3,"SD","Bangladesh","ASIA"
"4680",46,203,5,"SD","Bhutan","ASIA"
"4681",46,205,7,"SD","Myanmar",NA
"4682",46,206,1,"SD","Cambodia","ASIA"
"4683",46,207,5,"SD","China","ASIA"
"4684",46,209,1,"SD","HongKong","ASIA"
"4685",46,210,4,"SD","India","ASIA"
"4686",46,211,1,"SD","Indonesia","ASIA"
"4687",46,215,1,"SD","Japan","ASIA"
"4688",46,217,7,"SD","Korea",NA
"4689",46,223,1,"SD","Laos","ASIA"
"4690",46,233,10,"SD","Philippines","ASIA"
"4691",46,238,3,"SD","SriLanka","ASIA"
"4692",46,242,6,"SD","Thailand","ASIA"
"4693",46,247,2,"SD","Vietnam","ASIA"
"4694",46,301,7,"SD","Canada","AMERICA"
"4695",46,303,15,"SD","Mexico","AMERICA"
"4696",46,312,4,"SD","ElSalvador","AMERICA"
"4697",46,313,12,"SD","Guatemala","AMERICA"
"4698",46,332,1,"SD","Haiti","AMERICA"
"4699",46,341,1,"SD","Trinidad",NA
"4700",46,370,6,"SD","Peru","AMERICA"
"4701",46,373,1,"SD","Venezuela","AMERICA"
"4702",46,412,1,"SD","Congo","AFRICA"
"4703",46,416,6,"SD","Ethiopia","AFRICA"
"4704",46,427,6,"SD","Kenya","AFRICA"
"4705",46,429,8,"SD","Liberia","AFRICA"
"4706",46,436,1,"SD","Morocco","AFRICA"
"4707",46,449,1,"SD","SouthAfrica","AFRICA"
"4708",46,453,2,"SD","Tanzania","AFRICA"
"4709",46,462,3,"SD","Africa",NA
"4710",46,501,1,"SD","Australia","OCEANIA"
"4711",46,515,1,"SD","NewZealand","OCEANIA"
"4712",47,100,4,"TN","Albania","EUROPE"
"4713",47,102,4,"TN","Austria","EUROPE"
"4714",47,103,5,"TN","Belgium","EUROPE"
"4715",47,104,1,"TN","Bulgaria","EUROPE"
"4716",47,105,3,"TN","Czechoslovakia",NA
"4717",47,106,6,"TN","Denmark","EUROPE"
"4718",47,108,1,"TN","Finland","EUROPE"
"4719",47,109,7,"TN","France","EUROPE"
"4720",47,110,70,"TN","Germany","EUROPE"
"4721",47,116,1,"TN","Greece","EUROPE"
"4722",47,117,13,"TN","Hungary","EUROPE"
"4723",47,119,8,"TN","Ireland","EUROPE"
"4724",47,120,7,"TN","Italy","EUROPE"
"4725",47,126,5,"TN","Netherlands","EUROPE"
"4726",47,127,2,"TN","Norway","EUROPE"
"4727",47,128,9,"TN","Poland","EUROPE"
"4728",47,129,2,"TN","Portugal","EUROPE"
"4729",47,132,12,"TN","Romania","EUROPE"
"4730",47,134,2,"TN","Spain","EUROPE"
"4731",47,136,5,"TN","Sweden","EUROPE"
"4732",47,137,1,"TN","Switzerland","EUROPE"
"4733",47,138,28,"TN","UnitedKingdom","EUROPE"
"4734",47,139,37,"TN","England","EUROPE"
"4735",47,140,6,"TN","Scotland","EUROPE"
"4736",47,148,3,"TN","CzechRepublic","EUROPE"
"4737",47,149,1,"TN","Slovakia","EUROPE"
"4738",47,150,14,"TN","BosniaandHerzegovina",NA
"4739",47,151,3,"TN","Croatia","EUROPE"
"4740",47,152,1,"TN","Macedonia","EUROPE"
"4741",47,154,3,"TN","Serbia","EUROPE"
"4742",47,156,2,"TN","Latvia","EUROPE"
"4743",47,159,3,"TN","Azerbaijan","EUROPE"
"4744",47,160,1,"TN","Belarus","EUROPE"
"4745",47,162,4,"TN","Moldova","EUROPE"
"4746",47,163,19,"TN","Russia",NA
"4747",47,164,6,"TN","Ukraine","EUROPE"
"4748",47,169,5,"TN","OtherEurope",NA
"4749",47,200,3,"TN","Afghanistan","ASIA"
"4750",47,202,7,"TN","Bangladesh","ASIA"
"4751",47,203,1,"TN","Bhutan","ASIA"
"4752",47,205,4,"TN","Myanmar",NA
"4753",47,206,8,"TN","Cambodia","ASIA"
"4754",47,207,111,"TN","China","ASIA"
"4755",47,209,1,"TN","HongKong","ASIA"
"4756",47,210,165,"TN","India","ASIA"
"4757",47,211,2,"TN","Indonesia","ASIA"
"4758",47,212,19,"TN","Iran","ASIA"
"4759",47,213,49,"TN","Iraq","ASIA"
"4760",47,214,8,"TN","Israel","ASIA"
"4761",47,215,30,"TN","Japan","ASIA"
"4762",47,216,7,"TN","Jordan","ASIA"
"4763",47,217,92,"TN","Korea",NA
"4764",47,218,1,"TN","Kazakhstan","ASIA"
"4765",47,222,1,"TN","Kuwait","ASIA"
"4766",47,223,40,"TN","Laos","ASIA"
"4767",47,224,12,"TN","Lebanon","ASIA"
"4768",47,226,9,"TN","Malaysia","ASIA"
"4769",47,229,16,"TN","Nepal","ASIA"
"4770",47,231,23,"TN","Pakistan","ASIA"
"4771",47,233,76,"TN","Philippines","ASIA"
"4772",47,235,6,"TN","SaudiArabia","ASIA"
"4773",47,236,2,"TN","Singapore","ASIA"
"4774",47,238,2,"TN","SriLanka","ASIA"
"4775",47,239,9,"TN","Syria","ASIA"
"4776",47,240,15,"TN","Taiwan","ASIA"
"4777",47,242,17,"TN","Thailand","ASIA"
"4778",47,243,12,"TN","Turkey","ASIA"
"4779",47,246,3,"TN","Uzbekistan","ASIA"
"4780",47,247,75,"TN","Vietnam","ASIA"
"4781",47,248,12,"TN","Yemen","ASIA"
"4782",47,249,8,"TN","Asia",NA
"4783",47,253,2,"TN","SouthCentralAsia",NA
"4784",47,300,1,"TN","Bermuda",NA
"4785",47,301,96,"TN","Canada","AMERICA"
"4786",47,303,637,"TN","Mexico","AMERICA"
"4787",47,310,1,"TN","Belize","AMERICA"
"4788",47,311,9,"TN","CostaRica","AMERICA"
"4789",47,312,53,"TN","ElSalvador","AMERICA"
"4790",47,313,76,"TN","Guatemala","AMERICA"
"4791",47,314,53,"TN","Honduras","AMERICA"
"4792",47,315,10,"TN","Nicaragua","AMERICA"
"4793",47,316,10,"TN","Panama","AMERICA"
"4794",47,321,2,"TN","Antigua",NA
"4795",47,323,1,"TN","Bahamas","AMERICA"
"4796",47,327,41,"TN","Cuba","AMERICA"
"4797",47,328,2,"TN","Dominica","AMERICA"
"4798",47,329,2,"TN","DominicanRepublic","AMERICA"
"4799",47,330,1,"TN","Grenada","AMERICA"
"4800",47,332,8,"TN","Haiti","AMERICA"
"4801",47,333,12,"TN","Jamaica","AMERICA"
"4802",47,340,2,"TN","St.Vincent",NA
"4803",47,341,5,"TN","Trinidad",NA
"4804",47,344,3,"TN","Caribbean",NA
"4805",47,360,6,"TN","Argentina","AMERICA"
"4806",47,361,5,"TN","Bolivia","AMERICA"
"4807",47,362,10,"TN","Brazil","AMERICA"
"4808",47,363,7,"TN","Chile","AMERICA"
"4809",47,364,25,"TN","Colombia","AMERICA"
"4810",47,365,4,"TN","Ecuador","AMERICA"
"4811",47,368,6,"TN","Guyana","AMERICA"
"4812",47,369,1,"TN","Paraguay","AMERICA"
"4813",47,370,17,"TN","Peru","AMERICA"
"4814",47,372,2,"TN","Uruguay","AMERICA"
"4815",47,373,13,"TN","Venezuela","AMERICA"
"4816",47,374,1,"TN","SouthAmerica",NA
"4817",47,399,1,"TN","Americas",NA
"4818",47,407,3,"TN","Cameroon","AFRICA"
"4819",47,412,7,"TN","Congo","AFRICA"
"4820",47,414,51,"TN","Egypt","AFRICA"
"4821",47,416,24,"TN","Ethiopia","AFRICA"
"4822",47,417,4,"TN","Eritrea","AFRICA"
"4823",47,421,19,"TN","Ghana","AFRICA"
"4824",47,427,8,"TN","Kenya","AFRICA"
"4825",47,429,4,"TN","Liberia","AFRICA"
"4826",47,430,2,"TN","Libya","AFRICA"
"4827",47,436,1,"TN","Morocco","AFRICA"
"4828",47,440,19,"TN","Nigeria","AFRICA"
"4829",47,448,7,"TN","Somalia","AFRICA"
"4830",47,449,11,"TN","SouthAfrica","AFRICA"
"4831",47,451,14,"TN","Sudan","AFRICA"
"4832",47,453,8,"TN","Tanzania","AFRICA"
"4833",47,457,8,"TN","Uganda","AFRICA"
"4834",47,459,9,"TN","DemocraticRepublicofCongo",NA
"4835",47,460,1,"TN","Zambia","AFRICA"
"4836",47,461,3,"TN","Zimbabwe","AFRICA"
"4837",47,462,6,"TN","Africa",NA
"4838",47,463,4,"TN","EasternAfrica",NA
"4839",47,467,15,"TN","WesternAfrica",NA
"4840",47,501,10,"TN","Australia","OCEANIA"
"4841",47,515,3,"TN","NewZealand","OCEANIA"
"4842",48,100,6,"TX","Albania","EUROPE"
"4843",48,102,14,"TX","Austria","EUROPE"
"4844",48,103,16,"TX","Belgium","EUROPE"
"4845",48,104,18,"TX","Bulgaria","EUROPE"
"4846",48,105,4,"TX","Czechoslovakia",NA
"4847",48,106,17,"TX","Denmark","EUROPE"
"4848",48,108,11,"TX","Finland","EUROPE"
"4849",48,109,96,"TX","France","EUROPE"
"4850",48,110,421,"TX","Germany","EUROPE"
"4851",48,116,31,"TX","Greece","EUROPE"
"4852",48,117,37,"TX","Hungary","EUROPE"
"4853",48,118,2,"TX","Iceland","EUROPE"
"4854",48,119,28,"TX","Ireland","EUROPE"
"4855",48,120,66,"TX","Italy","EUROPE"
"4856",48,126,48,"TX","Netherlands","EUROPE"
"4857",48,127,30,"TX","Norway","EUROPE"
"4858",48,128,84,"TX","Poland","EUROPE"
"4859",48,129,16,"TX","Portugal","EUROPE"
"4860",48,130,1,"TX","AzoresIslands",NA
"4861",48,132,73,"TX","Romania","EUROPE"
"4862",48,134,59,"TX","Spain","EUROPE"
"4863",48,136,19,"TX","Sweden","EUROPE"
"4864",48,137,21,"TX","Switzerland","EUROPE"
"4865",48,138,246,"TX","UnitedKingdom","EUROPE"
"4866",48,139,232,"TX","England","EUROPE"
"4867",48,140,56,"TX","Scotland","EUROPE"
"4868",48,147,8,"TX","Yugoslavia","EUROPE"
"4869",48,148,10,"TX","CzechRepublic","EUROPE"
"4870",48,149,4,"TX","Slovakia","EUROPE"
"4871",48,150,24,"TX","BosniaandHerzegovina",NA
"4872",48,151,19,"TX","Croatia","EUROPE"
"4873",48,152,1,"TX","Macedonia","EUROPE"
"4874",48,154,17,"TX","Serbia","EUROPE"
"4875",48,156,4,"TX","Latvia","EUROPE"
"4876",48,157,6,"TX","Lithuania","EUROPE"
"4877",48,158,3,"TX","Armenia","EUROPE"
"4878",48,159,4,"TX","Azerbaijan","EUROPE"
"4879",48,160,5,"TX","Belarus","EUROPE"
"4880",48,161,3,"TX","Georgia","EUROPE"
"4881",48,162,3,"TX","Moldova","EUROPE"
"4882",48,163,139,"TX","Russia",NA
"4883",48,164,60,"TX","Ukraine","EUROPE"
"4884",48,165,14,"TX","USSR",NA
"4885",48,169,22,"TX","OtherEurope",NA
"4886",48,200,10,"TX","Afghanistan","ASIA"
"4887",48,202,136,"TX","Bangladesh","ASIA"
"4888",48,203,24,"TX","Bhutan","ASIA"
"4889",48,205,90,"TX","Myanmar",NA
"4890",48,206,67,"TX","Cambodia","ASIA"
"4891",48,207,809,"TX","China","ASIA"
"4892",48,208,1,"TX","Cyprus","EUROPE"
"4893",48,209,96,"TX","HongKong","ASIA"
"4894",48,210,1724,"TX","India","ASIA"
"4895",48,211,67,"TX","Indonesia","ASIA"
"4896",48,212,207,"TX","Iran","ASIA"
"4897",48,213,75,"TX","Iraq","ASIA"
"4898",48,214,32,"TX","Israel","ASIA"
"4899",48,215,154,"TX","Japan","ASIA"
"4900",48,216,38,"TX","Jordan","ASIA"
"4901",48,217,449,"TX","Korea",NA
"4902",48,218,14,"TX","Kazakhstan","ASIA"
"4903",48,222,22,"TX","Kuwait","ASIA"
"4904",48,223,62,"TX","Laos","ASIA"
"4905",48,224,75,"TX","Lebanon","ASIA"
"4906",48,226,71,"TX","Malaysia","ASIA"
"4907",48,229,113,"TX","Nepal","ASIA"
"4908",48,231,406,"TX","Pakistan","ASIA"
"4909",48,233,843,"TX","Philippines","ASIA"
"4910",48,235,76,"TX","SaudiArabia","ASIA"
"4911",48,236,30,"TX","Singapore","ASIA"
"4912",48,238,45,"TX","SriLanka","ASIA"
"4913",48,239,24,"TX","Syria","ASIA"
"4914",48,240,311,"TX","Taiwan","ASIA"
"4915",48,242,151,"TX","Thailand","ASIA"
"4916",48,243,68,"TX","Turkey","ASIA"
"4917",48,245,18,"TX","UnitedArabEmirates",NA
"4918",48,246,11,"TX","Uzbekistan","ASIA"
"4919",48,247,1380,"TX","Vietnam","ASIA"
"4920",48,249,25,"TX","Asia",NA
"4921",48,253,2,"TX","SouthCentralAsia",NA
"4922",48,254,15,"TX","OtherAsia",NA
"4923",48,300,1,"TX","Bermuda",NA
"4924",48,301,518,"TX","Canada","AMERICA"
"4925",48,303,20492,"TX","Mexico","AMERICA"
"4926",48,310,36,"TX","Belize","AMERICA"
"4927",48,311,49,"TX","CostaRica","AMERICA"
