"","ST","POBP","count","location","country"
"4263",41,372,1,"OR","Uruguay"
"4264",41,373,6,"OR","Venezuela"
"4265",41,400,4,"OR","Algeria"
"4266",41,407,1,"OR","Cameroon"
"4267",41,412,6,"OR","Congo"
"4268",41,414,7,"OR","Egypt"
"4269",41,416,10,"OR","Ethiopia"
"4270",41,421,2,"OR","Ghana"
"4271",41,427,12,"OR","Kenya"
"4272",41,430,4,"OR","Libya"
"4273",41,436,3,"OR","Morocco"
"4274",41,440,12,"OR","Nigeria"
"4275",41,447,1,"OR","SierraLeone"
"4276",41,448,9,"OR","Somalia"
"4277",41,449,15,"OR","SouthAfrica"
"4278",41,451,1,"OR","Sudan"
"4279",41,453,5,"OR","Tanzania"
"4280",41,457,1,"OR","Uganda"
"4281",41,459,1,"OR","DemocraticRepublicofCongo"
"4282",41,461,3,"OR","Zimbabwe"
"4283",41,462,2,"OR","Africa"
"4284",41,463,2,"OR","EasternAfrica"
"4285",41,467,1,"OR","WesternAfrica"
"4286",41,468,3,"OR","OtherAfrica"
"4287",41,501,11,"OR","Australia"
"4288",41,508,11,"OR","Fiji"
"4289",41,511,26,"OR","MarshallIslands"
"4290",41,512,6,"OR","Micronesia"
"4291",41,515,11,"OR","NewZealand"
"4292",41,554,7,"OR","OtherUSIslandAreas"
"4293",42,100,26,"PA","Albania"
"4294",42,102,22,"PA","Austria"
"4295",42,103,6,"PA","Belgium"
"4296",42,104,22,"PA","Bulgaria"
"4297",42,105,4,"PA","Czechoslovakia"
"4298",42,106,9,"PA","Denmark"
"4299",42,108,2,"PA","Finland"
"4300",42,109,51,"PA","France"
"4301",42,110,233,"PA","Germany"
"4302",42,116,43,"PA","Greece"
"4303",42,117,34,"PA","Hungary"
"4304",42,118,2,"PA","Iceland"
"4305",42,119,35,"PA","Ireland"
"4306",42,120,180,"PA","Italy"
"4307",42,126,16,"PA","Netherlands"
"4308",42,127,3,"PA","Norway"
"4309",42,128,132,"PA","Poland"
"4310",42,129,28,"PA","Portugal"
"4311",42,132,41,"PA","Romania"
"4312",42,134,16,"PA","Spain"
"4313",42,136,14,"PA","Sweden"
"4314",42,137,7,"PA","Switzerland"
"4315",42,138,84,"PA","UnitedKingdom"
"4316",42,139,116,"PA","England"
"4317",42,140,19,"PA","Scotland"
"4318",42,147,17,"PA","Yugoslavia"
"4319",42,148,11,"PA","CzechRepublic"
"4320",42,149,8,"PA","Slovakia"
"4321",42,150,23,"PA","BosniaandHerzegovina"
"4322",42,151,4,"PA","Croatia"
"4323",42,152,3,"PA","Macedonia"
"4324",42,154,6,"PA","Serbia"
"4325",42,156,10,"PA","Latvia"
"4326",42,157,10,"PA","Lithuania"
"4327",42,158,3,"PA","Armenia"
"4328",42,159,1,"PA","Azerbaijan"
"4329",42,160,17,"PA","Belarus"
"4330",42,161,5,"PA","Georgia"
"4331",42,162,13,"PA","Moldova"
"4332",42,163,107,"PA","Russia"
"4333",42,164,161,"PA","Ukraine"
"4334",42,165,12,"PA","USSR"
"4335",42,169,12,"PA","OtherEurope"
"4336",42,200,6,"PA","Afghanistan"
"4337",42,202,34,"PA","Bangladesh"
"4338",42,203,40,"PA","Bhutan"
"4339",42,205,4,"PA","Myanmar"
"4340",42,206,52,"PA","Cambodia"
"4341",42,207,506,"PA","China"
"4342",42,208,2,"PA","Cyprus"
"4343",42,209,21,"PA","HongKong"
"4344",42,210,538,"PA","India"
"4345",42,211,14,"PA","Indonesia"
"4346",42,212,35,"PA","Iran"
"4347",42,213,27,"PA","Iraq"
"4348",42,214,34,"PA","Israel"
"4349",42,215,46,"PA","Japan"
"4350",42,216,15,"PA","Jordan"
"4351",42,217,240,"PA","Korea"
"4352",42,218,4,"PA","Kazakhstan"
"4353",42,222,3,"PA","Kuwait"
"4354",42,223,13,"PA","Laos"
"4355",42,224,26,"PA","Lebanon"
"4356",42,226,9,"PA","Malaysia"
"4357",42,229,29,"PA","Nepal"
"4358",42,231,44,"PA","Pakistan"
"4359",42,233,179,"PA","Philippines"
"4360",42,235,22,"PA","SaudiArabia"
"4361",42,236,3,"PA","Singapore"
"4362",42,238,9,"PA","SriLanka"
"4363",42,239,29,"PA","Syria"
"4364",42,240,63,"PA","Taiwan"
"4365",42,242,21,"PA","Thailand"
"4366",42,243,47,"PA","Turkey"
"4367",42,245,1,"PA","UnitedArabEmirates"
"4368",42,246,11,"PA","Uzbekistan"
"4369",42,247,227,"PA","Vietnam"
"4370",42,249,5,"PA","Asia"
"4371",42,254,5,"PA","OtherAsia"
"4372",42,300,2,"PA","Bermuda"
"4373",42,301,151,"PA","Canada"
"4374",42,303,342,"PA","Mexico"
"4375",42,310,2,"PA","Belize"
"4376",42,311,13,"PA","CostaRica"
"4377",42,312,32,"PA","ElSalvador"
"4378",42,313,78,"PA","Guatemala"
"4379",42,314,35,"PA","Honduras"
"4380",42,315,6,"PA","Nicaragua"
"4381",42,316,11,"PA","Panama"
"4382",42,321,4,"PA","Antigua"
"4383",42,323,3,"PA","Bahamas"
"4384",42,324,11,"PA","Barbados"
"4385",42,327,35,"PA","Cuba"
"4386",42,328,3,"PA","Dominica"
"4387",42,329,273,"PA","DominicanRepublic"
"4388",42,330,5,"PA","Grenada"
"4389",42,332,75,"PA","Haiti"
"4390",42,333,132,"PA","Jamaica"
"4391",42,339,2,"PA","St.Lucia"
"4392",42,340,5,"PA","St.Vincent"
"4393",42,341,47,"PA","Trinidad"
"4394",42,343,6,"PA","WestIndies"
"4395",42,344,1,"PA","Caribbean"
"4396",42,360,28,"PA","Argentina"
"4397",42,361,7,"PA","Bolivia"
"4398",42,362,49,"PA","Brazil"
"4399",42,363,8,"PA","Chile"
"4400",42,364,74,"PA","Colombia"
"4401",42,365,34,"PA","Ecuador"
"4402",42,368,33,"PA","Guyana"
"4403",42,369,5,"PA","Paraguay"
"4404",42,370,28,"PA","Peru"
"4405",42,372,10,"PA","Uruguay"
"4406",42,373,18,"PA","Venezuela"
"4407",42,374,1,"PA","SouthAmerica"
"4408",42,399,1,"PA","Americas"
"4409",42,400,11,"PA","Algeria"
"4410",42,407,9,"PA","Cameroon"
"4411",42,408,1,"PA","CapeVerde"
"4412",42,412,11,"PA","Congo"
"4413",42,414,51,"PA","Egypt"
"4414",42,416,21,"PA","Ethiopia"
"4415",42,417,18,"PA","Eritrea"
"4416",42,420,2,"PA","Gambia"
"4417",42,421,26,"PA","Ghana"
"4418",42,423,9,"PA","Guinea"
"4419",42,427,50,"PA","Kenya"
"4420",42,429,66,"PA","Liberia"
"4421",42,430,3,"PA","Libya"
"4422",42,436,23,"PA","Morocco"
"4423",42,440,51,"PA","Nigeria"
"4424",42,444,7,"PA","Senegal"
"4425",42,447,17,"PA","SierraLeone"
"4426",42,448,6,"PA","Somalia"
"4427",42,449,23,"PA","SouthAfrica"
"4428",42,451,5,"PA","Sudan"
"4429",42,453,8,"PA","Tanzania"
"4430",42,454,3,"PA","Togo"
"4431",42,457,3,"PA","Uganda"
"4432",42,459,4,"PA","DemocraticRepublicofCongo"
"4433",42,460,6,"PA","Zambia"
"4434",42,461,7,"PA","Zimbabwe"
"4435",42,462,20,"PA","Africa"
"4436",42,463,5,"PA","EasternAfrica"
"4437",42,464,1,"PA","NorthernAfrica"
"4438",42,467,24,"PA","WesternAfrica"
"4439",42,468,7,"PA","OtherAfrica"
"4440",42,501,24,"PA","Australia"
"4441",42,508,1,"PA","Fiji"
"4442",42,512,1,"PA","Micronesia"
"4443",42,515,4,"PA","NewZealand"
"4444",42,554,1,"PA","OtherUSIslandAreas"
"4445",44,100,3,"RI","Albania"
"4446",44,102,1,"RI","Austria"
"4447",44,103,1,"RI","Belgium"
"4448",44,104,2,"RI","Bulgaria"
"4449",44,109,7,"RI","France"
"4450",44,110,20,"RI","Germany"
"4451",44,116,11,"RI","Greece"
"4452",44,117,1,"RI","Hungary"
"4453",44,118,1,"RI","Iceland"
"4454",44,119,8,"RI","Ireland"
"4455",44,120,26,"RI","Italy"
"4456",44,126,1,"RI","Netherlands"
"4457",44,127,2,"RI","Norway"
"4458",44,128,12,"RI","Poland"
"4459",44,129,133,"RI","Portugal"
"4460",44,130,13,"RI","AzoresIslands"
"4461",44,132,3,"RI","Romania"
"4462",44,134,6,"RI","Spain"
"4463",44,136,2,"RI","Sweden"
"4464",44,138,15,"RI","UnitedKingdom"
"4465",44,139,11,"RI","England"
"4466",44,140,1,"RI","Scotland"
"4467",44,147,1,"RI","Yugoslavia"
"4468",44,149,1,"RI","Slovakia"
"4469",44,151,1,"RI","Croatia"
"4470",44,156,2,"RI","Latvia"
"4471",44,157,2,"RI","Lithuania"
"4472",44,158,7,"RI","Armenia"
"4473",44,159,1,"RI","Azerbaijan"
"4474",44,161,1,"RI","Georgia"
"4475",44,163,16,"RI","Russia"
"4476",44,164,2,"RI","Ukraine"
"4477",44,165,6,"RI","USSR"
"4478",44,169,4,"RI","OtherEurope"
"4479",44,202,9,"RI","Bangladesh"
"4480",44,205,5,"RI","Myanmar"
"4481",44,206,24,"RI","Cambodia"
"4482",44,207,45,"RI","China"
"4483",44,210,25,"RI","India"
"4484",44,211,1,"RI","Indonesia"
"4485",44,212,2,"RI","Iran"
"4486",44,214,4,"RI","Israel"
"4487",44,215,11,"RI","Japan"
"4488",44,216,1,"RI","Jordan"
"4489",44,217,14,"RI","Korea"
"4490",44,223,17,"RI","Laos"
"4491",44,224,3,"RI","Lebanon"
"4492",44,226,3,"RI","Malaysia"
"4493",44,229,1,"RI","Nepal"
"4494",44,231,6,"RI","Pakistan"
"4495",44,233,23,"RI","Philippines"
"4496",44,235,4,"RI","SaudiArabia"
"4497",44,236,1,"RI","Singapore"
"4498",44,239,7,"RI","Syria"
"4499",44,240,6,"RI","Taiwan"
"4500",44,242,3,"RI","Thailand"
"4501",44,243,2,"RI","Turkey"
"4502",44,247,6,"RI","Vietnam"
"4503",44,253,2,"RI","SouthCentralAsia"
"4504",44,301,26,"RI","Canada"
"4505",44,303,28,"RI","Mexico"
"4506",44,312,17,"RI","ElSalvador"
"4507",44,313,98,"RI","Guatemala"
"4508",44,314,4,"RI","Honduras"
"4509",44,316,2,"RI","Panama"
"4510",44,323,1,"RI","Bahamas"
"4511",44,324,2,"RI","Barbados"
"4512",44,327,11,"RI","Cuba"
"4513",44,328,5,"RI","Dominica"
"4514",44,329,176,"RI","DominicanRepublic"
"4515",44,332,21,"RI","Haiti"
"4516",44,333,9,"RI","Jamaica"
"4517",44,339,1,"RI","St.Lucia"
"4518",44,341,3,"RI","Trinidad"
"4519",44,343,1,"RI","WestIndies"
"4520",44,360,2,"RI","Argentina"
"4521",44,361,12,"RI","Bolivia"
"4522",44,362,14,"RI","Brazil"
"4523",44,363,7,"RI","Chile"
"4524",44,364,50,"RI","Colombia"
"4525",44,365,1,"RI","Ecuador"
"4526",44,368,1,"RI","Guyana"
"4527",44,370,10,"RI","Peru"
"4528",44,373,5,"RI","Venezuela"
"4529",44,408,80,"RI","CapeVerde"
"4530",44,414,2,"RI","Egypt"
"4531",44,420,2,"RI","Gambia"
"4532",44,421,7,"RI","Ghana"
"4533",44,423,3,"RI","Guinea"
"4534",44,427,1,"RI","Kenya"
"4535",44,429,38,"RI","Liberia"
"4536",44,436,1,"RI","Morocco"
"4537",44,440,16,"RI","Nigeria"
"4538",44,444,6,"RI","Senegal"
"4539",44,449,2,"RI","SouthAfrica"
"4540",44,457,1,"RI","Uganda"
"4541",44,461,2,"RI","Zimbabwe"
"4542",44,462,13,"RI","Africa"
"4543",44,467,2,"RI","WesternAfrica"
"4544",44,468,2,"RI","OtherAfrica"
"4545",44,501,1,"RI","Australia"
"4546",44,508,9,"RI","Fiji"
"4547",44,515,1,"RI","NewZealand"
"4548",45,100,4,"SC","Albania"
"4549",45,102,9,"SC","Austria"
"4550",45,103,4,"SC","Belgium"
"4551",45,104,2,"SC","Bulgaria"
"4552",45,106,3,"SC","Denmark"
"4553",45,108,2,"SC","Finland"
"4554",45,109,19,"SC","France"
"4555",45,110,95,"SC","Germany"
"4556",45,116,10,"SC","Greece"
"4557",45,117,1,"SC","Hungary"
"4558",45,118,1,"SC","Iceland"
"4559",45,119,6,"SC","Ireland"
"4560",45,120,17,"SC","Italy"
"4561",45,126,3,"SC","Netherlands"
"4562",45,127,2,"SC","Norway"
"4563",45,128,11,"SC","Poland"
"4564",45,129,6,"SC","Portugal"
"4565",45,132,14,"SC","Romania"
"4566",45,134,2,"SC","Spain"
"4567",45,136,3,"SC","Sweden"
"4568",45,137,3,"SC","Switzerland"
"4569",45,138,36,"SC","UnitedKingdom"
"4570",45,139,51,"SC","England"
"4571",45,140,16,"SC","Scotland"
"4572",45,148,5,"SC","CzechRepublic"
"4573",45,149,1,"SC","Slovakia"
"4574",45,150,1,"SC","BosniaandHerzegovina"
"4575",45,156,1,"SC","Latvia"
"4576",45,157,10,"SC","Lithuania"
"4577",45,160,3,"SC","Belarus"
"4578",45,163,28,"SC","Russia"
"4579",45,164,22,"SC","Ukraine"
"4580",45,169,1,"SC","OtherEurope"
"4581",45,202,3,"SC","Bangladesh"
"4582",45,203,2,"SC","Bhutan"
"4583",45,205,8,"SC","Myanmar"
"4584",45,207,95,"SC","China"
"4585",45,208,1,"SC","Cyprus"
"4586",45,209,3,"SC","HongKong"
"4587",45,210,83,"SC","India"
"4588",45,211,2,"SC","Indonesia"
"4589",45,212,8,"SC","Iran"
"4590",45,213,12,"SC","Iraq"
"4591",45,214,3,"SC","Israel"
"4592",45,215,23,"SC","Japan"
"4593",45,216,2,"SC","Jordan"
"4594",45,217,41,"SC","Korea"
"4595",45,218,8,"SC","Kazakhstan"
"4596",45,222,3,"SC","Kuwait"
"4597",45,223,2,"SC","Laos"
"4598",45,224,2,"SC","Lebanon"
"4599",45,229,5,"SC","Nepal"
"4600",45,231,7,"SC","Pakistan"
"4601",45,233,79,"SC","Philippines"
"4602",45,235,8,"SC","SaudiArabia"
"4603",45,236,2,"SC","Singapore"
"4604",45,238,1,"SC","SriLanka"
"4605",45,239,7,"SC","Syria"
"4606",45,240,14,"SC","Taiwan"
"4607",45,242,10,"SC","Thailand"
"4608",45,243,6,"SC","Turkey"
"4609",45,247,37,"SC","Vietnam"
"4610",45,249,3,"SC","Asia"
"4611",45,301,92,"SC","Canada"
"4612",45,303,465,"SC","Mexico"
"4613",45,310,2,"SC","Belize"
"4614",45,311,10,"SC","CostaRica"
"4615",45,312,11,"SC","ElSalvador"
"4616",45,313,69,"SC","Guatemala"
"4617",45,314,43,"SC","Honduras"
"4618",45,315,9,"SC","Nicaragua"
"4619",45,316,9,"SC","Panama"
"4620",45,321,1,"SC","Antigua"
"4621",45,323,1,"SC","Bahamas"
"4622",45,324,3,"SC","Barbados"
"4623",45,327,21,"SC","Cuba"
"4624",45,329,15,"SC","DominicanRepublic"
"4625",45,332,5,"SC","Haiti"
"4626",45,333,32,"SC","Jamaica"
"4627",45,340,5,"SC","St.Vincent"
"4628",45,341,16,"SC","Trinidad"
"4629",45,343,1,"SC","WestIndies"
"4630",45,344,4,"SC","Caribbean"
"4631",45,360,13,"SC","Argentina"
"4632",45,361,4,"SC","Bolivia"
"4633",45,362,21,"SC","Brazil"
"4634",45,363,3,"SC","Chile"
"4635",45,364,72,"SC","Colombia"
"4636",45,365,2,"SC","Ecuador"
"4637",45,368,3,"SC","Guyana"
"4638",45,369,1,"SC","Paraguay"
"4639",45,370,14,"SC","Peru"
"4640",45,372,7,"SC","Uruguay"
"4641",45,373,7,"SC","Venezuela"
"4642",45,400,1,"SC","Algeria"
"4643",45,414,12,"SC","Egypt"
"4644",45,421,9,"SC","Ghana"
"4645",45,427,5,"SC","Kenya"
"4646",45,429,2,"SC","Liberia"
"4647",45,430,3,"SC","Libya"
"4648",45,436,8,"SC","Morocco"
"4649",45,440,9,"SC","Nigeria"
"4650",45,447,1,"SC","SierraLeone"
"4651",45,449,17,"SC","SouthAfrica"
"4652",45,453,2,"SC","Tanzania"
"4653",45,454,1,"SC","Togo"
"4654",45,457,4,"SC","Uganda"
"4655",45,459,3,"SC","DemocraticRepublicofCongo"
"4656",45,460,1,"SC","Zambia"
"4657",45,461,2,"SC","Zimbabwe"
"4658",45,462,7,"SC","Africa"
"4659",45,468,3,"SC","OtherAfrica"
"4660",45,501,11,"SC","Australia"
"4661",45,508,1,"SC","Fiji"
"4662",45,512,6,"SC","Micronesia"
"4663",45,515,2,"SC","NewZealand"
"4664",45,554,2,"SC","OtherUSIslandAreas"
"4665",46,106,1,"SD","Denmark"
"4666",46,110,6,"SD","Germany"
"4667",46,118,1,"SD","Iceland"
"4668",46,126,3,"SD","Netherlands"
"4669",46,127,2,"SD","Norway"
"4670",46,128,1,"SD","Poland"
"4671",46,134,1,"SD","Spain"
"4672",46,137,2,"SD","Switzerland"
"4673",46,139,4,"SD","England"
"4674",46,147,2,"SD","Yugoslavia"
"4675",46,163,3,"SD","Russia"
"4676",46,164,1,"SD","Ukraine"
"4677",46,165,1,"SD","USSR"
"4678",46,200,2,"SD","Afghanistan"
"4679",46,202,3,"SD","Bangladesh"
"4680",46,203,5,"SD","Bhutan"
"4681",46,205,7,"SD","Myanmar"
"4682",46,206,1,"SD","Cambodia"
"4683",46,207,5,"SD","China"
"4684",46,209,1,"SD","HongKong"
"4685",46,210,4,"SD","India"
"4686",46,211,1,"SD","Indonesia"
"4687",46,215,1,"SD","Japan"
"4688",46,217,7,"SD","Korea"
"4689",46,223,1,"SD","Laos"
"4690",46,233,10,"SD","Philippines"
"4691",46,238,3,"SD","SriLanka"
"4692",46,242,6,"SD","Thailand"
"4693",46,247,2,"SD","Vietnam"
"4694",46,301,7,"SD","Canada"
"4695",46,303,15,"SD","Mexico"
"4696",46,312,4,"SD","ElSalvador"
"4697",46,313,12,"SD","Guatemala"
"4698",46,332,1,"SD","Haiti"
"4699",46,341,1,"SD","Trinidad"
"4700",46,370,6,"SD","Peru"
"4701",46,373,1,"SD","Venezuela"
"4702",46,412,1,"SD","Congo"
"4703",46,416,6,"SD","Ethiopia"
"4704",46,427,6,"SD","Kenya"
"4705",46,429,8,"SD","Liberia"
"4706",46,436,1,"SD","Morocco"
"4707",46,449,1,"SD","SouthAfrica"
"4708",46,453,2,"SD","Tanzania"
"4709",46,462,3,"SD","Africa"
"4710",46,501,1,"SD","Australia"
"4711",46,515,1,"SD","NewZealand"
"4712",47,100,4,"TN","Albania"
"4713",47,102,4,"TN","Austria"
"4714",47,103,5,"TN","Belgium"
"4715",47,104,1,"TN","Bulgaria"
"4716",47,105,3,"TN","Czechoslovakia"
"4717",47,106,6,"TN","Denmark"
"4718",47,108,1,"TN","Finland"
"4719",47,109,7,"TN","France"
"4720",47,110,70,"TN","Germany"
"4721",47,116,1,"TN","Greece"
"4722",47,117,13,"TN","Hungary"
"4723",47,119,8,"TN","Ireland"
"4724",47,120,7,"TN","Italy"
"4725",47,126,5,"TN","Netherlands"
"4726",47,127,2,"TN","Norway"
"4727",47,128,9,"TN","Poland"
"4728",47,129,2,"TN","Portugal"
"4729",47,132,12,"TN","Romania"
"4730",47,134,2,"TN","Spain"
"4731",47,136,5,"TN","Sweden"
"4732",47,137,1,"TN","Switzerland"
"4733",47,138,28,"TN","UnitedKingdom"
"4734",47,139,37,"TN","England"
"4735",47,140,6,"TN","Scotland"
"4736",47,148,3,"TN","CzechRepublic"
"4737",47,149,1,"TN","Slovakia"
"4738",47,150,14,"TN","BosniaandHerzegovina"
"4739",47,151,3,"TN","Croatia"
"4740",47,152,1,"TN","Macedonia"
"4741",47,154,3,"TN","Serbia"
"4742",47,156,2,"TN","Latvia"
"4743",47,159,3,"TN","Azerbaijan"
"4744",47,160,1,"TN","Belarus"
"4745",47,162,4,"TN","Moldova"
"4746",47,163,19,"TN","Russia"
"4747",47,164,6,"TN","Ukraine"
"4748",47,169,5,"TN","OtherEurope"
"4749",47,200,3,"TN","Afghanistan"
"4750",47,202,7,"TN","Bangladesh"
"4751",47,203,1,"TN","Bhutan"
"4752",47,205,4,"TN","Myanmar"
"4753",47,206,8,"TN","Cambodia"
"4754",47,207,111,"TN","China"
"4755",47,209,1,"TN","HongKong"
"4756",47,210,165,"TN","India"
"4757",47,211,2,"TN","Indonesia"
"4758",47,212,19,"TN","Iran"
"4759",47,213,49,"TN","Iraq"
"4760",47,214,8,"TN","Israel"
"4761",47,215,30,"TN","Japan"
"4762",47,216,7,"TN","Jordan"
"4763",47,217,92,"TN","Korea"
"4764",47,218,1,"TN","Kazakhstan"
"4765",47,222,1,"TN","Kuwait"
"4766",47,223,40,"TN","Laos"
"4767",47,224,12,"TN","Lebanon"
"4768",47,226,9,"TN","Malaysia"
"4769",47,229,16,"TN","Nepal"
"4770",47,231,23,"TN","Pakistan"
"4771",47,233,76,"TN","Philippines"
"4772",47,235,6,"TN","SaudiArabia"
"4773",47,236,2,"TN","Singapore"
"4774",47,238,2,"TN","SriLanka"
"4775",47,239,9,"TN","Syria"
"4776",47,240,15,"TN","Taiwan"
"4777",47,242,17,"TN","Thailand"
"4778",47,243,12,"TN","Turkey"
"4779",47,246,3,"TN","Uzbekistan"
"4780",47,247,75,"TN","Vietnam"
"4781",47,248,12,"TN","Yemen"
"4782",47,249,8,"TN","Asia"
"4783",47,253,2,"TN","SouthCentralAsia"
"4784",47,300,1,"TN","Bermuda"
"4785",47,301,96,"TN","Canada"
"4786",47,303,637,"TN","Mexico"
"4787",47,310,1,"TN","Belize"
"4788",47,311,9,"TN","CostaRica"
"4789",47,312,53,"TN","ElSalvador"
"4790",47,313,76,"TN","Guatemala"
"4791",47,314,53,"TN","Honduras"
"4792",47,315,10,"TN","Nicaragua"
"4793",47,316,10,"TN","Panama"
"4794",47,321,2,"TN","Antigua"
"4795",47,323,1,"TN","Bahamas"
"4796",47,327,41,"TN","Cuba"
"4797",47,328,2,"TN","Dominica"
"4798",47,329,2,"TN","DominicanRepublic"
"4799",47,330,1,"TN","Grenada"
"4800",47,332,8,"TN","Haiti"
"4801",47,333,12,"TN","Jamaica"
"4802",47,340,2,"TN","St.Vincent"
"4803",47,341,5,"TN","Trinidad"
"4804",47,344,3,"TN","Caribbean"
"4805",47,360,6,"TN","Argentina"
"4806",47,361,5,"TN","Bolivia"
"4807",47,362,10,"TN","Brazil"
"4808",47,363,7,"TN","Chile"
"4809",47,364,25,"TN","Colombia"
"4810",47,365,4,"TN","Ecuador"
"4811",47,368,6,"TN","Guyana"
"4812",47,369,1,"TN","Paraguay"
"4813",47,370,17,"TN","Peru"
"4814",47,372,2,"TN","Uruguay"
"4815",47,373,13,"TN","Venezuela"
"4816",47,374,1,"TN","SouthAmerica"
"4817",47,399,1,"TN","Americas"
"4818",47,407,3,"TN","Cameroon"
"4819",47,412,7,"TN","Congo"
"4820",47,414,51,"TN","Egypt"
"4821",47,416,24,"TN","Ethiopia"
"4822",47,417,4,"TN","Eritrea"
"4823",47,421,19,"TN","Ghana"
"4824",47,427,8,"TN","Kenya"
"4825",47,429,4,"TN","Liberia"
"4826",47,430,2,"TN","Libya"
"4827",47,436,1,"TN","Morocco"
"4828",47,440,19,"TN","Nigeria"
"4829",47,448,7,"TN","Somalia"
"4830",47,449,11,"TN","SouthAfrica"
"4831",47,451,14,"TN","Sudan"
"4832",47,453,8,"TN","Tanzania"
"4833",47,457,8,"TN","Uganda"
"4834",47,459,9,"TN","DemocraticRepublicofCongo"
"4835",47,460,1,"TN","Zambia"
"4836",47,461,3,"TN","Zimbabwe"
"4837",47,462,6,"TN","Africa"
"4838",47,463,4,"TN","EasternAfrica"
"4839",47,467,15,"TN","WesternAfrica"
"4840",47,501,10,"TN","Australia"
"4841",47,515,3,"TN","NewZealand"
"4842",48,100,6,"TX","Albania"
"4843",48,102,14,"TX","Austria"
"4844",48,103,16,"TX","Belgium"
"4845",48,104,18,"TX","Bulgaria"
"4846",48,105,4,"TX","Czechoslovakia"
"4847",48,106,17,"TX","Denmark"
"4848",48,108,11,"TX","Finland"
"4849",48,109,96,"TX","France"
"4850",48,110,421,"TX","Germany"
"4851",48,116,31,"TX","Greece"
"4852",48,117,37,"TX","Hungary"
"4853",48,118,2,"TX","Iceland"
"4854",48,119,28,"TX","Ireland"
"4855",48,120,66,"TX","Italy"
"4856",48,126,48,"TX","Netherlands"
"4857",48,127,30,"TX","Norway"
"4858",48,128,84,"TX","Poland"
"4859",48,129,16,"TX","Portugal"
"4860",48,130,1,"TX","AzoresIslands"
"4861",48,132,73,"TX","Romania"
"4862",48,134,59,"TX","Spain"
"4863",48,136,19,"TX","Sweden"
"4864",48,137,21,"TX","Switzerland"
"4865",48,138,246,"TX","UnitedKingdom"
"4866",48,139,232,"TX","England"
"4867",48,140,56,"TX","Scotland"
"4868",48,147,8,"TX","Yugoslavia"
"4869",48,148,10,"TX","CzechRepublic"
"4870",48,149,4,"TX","Slovakia"
"4871",48,150,24,"TX","BosniaandHerzegovina"
"4872",48,151,19,"TX","Croatia"
"4873",48,152,1,"TX","Macedonia"
"4874",48,154,17,"TX","Serbia"
"4875",48,156,4,"TX","Latvia"
"4876",48,157,6,"TX","Lithuania"
"4877",48,158,3,"TX","Armenia"
"4878",48,159,4,"TX","Azerbaijan"
"4879",48,160,5,"TX","Belarus"
"4880",48,161,3,"TX","Georgia"
"4881",48,162,3,"TX","Moldova"
"4882",48,163,139,"TX","Russia"
"4883",48,164,60,"TX","Ukraine"
"4884",48,165,14,"TX","USSR"
"4885",48,169,22,"TX","OtherEurope"
"4886",48,200,10,"TX","Afghanistan"
"4887",48,202,136,"TX","Bangladesh"
"4888",48,203,24,"TX","Bhutan"
"4889",48,205,90,"TX","Myanmar"
"4890",48,206,67,"TX","Cambodia"
"4891",48,207,809,"TX","China"
"4892",48,208,1,"TX","Cyprus"
"4893",48,209,96,"TX","HongKong"
"4894",48,210,1724,"TX","India"
"4895",48,211,67,"TX","Indonesia"
"4896",48,212,207,"TX","Iran"
"4897",48,213,75,"TX","Iraq"
"4898",48,214,32,"TX","Israel"
"4899",48,215,154,"TX","Japan"
"4900",48,216,38,"TX","Jordan"
"4901",48,217,449,"TX","Korea"
"4902",48,218,14,"TX","Kazakhstan"
"4903",48,222,22,"TX","Kuwait"
"4904",48,223,62,"TX","Laos"
"4905",48,224,75,"TX","Lebanon"
"4906",48,226,71,"TX","Malaysia"
"4907",48,229,113,"TX","Nepal"
"4908",48,231,406,"TX","Pakistan"
"4909",48,233,843,"TX","Philippines"
"4910",48,235,76,"TX","SaudiArabia"
"4911",48,236,30,"TX","Singapore"
"4912",48,238,45,"TX","SriLanka"
"4913",48,239,24,"TX","Syria"
"4914",48,240,311,"TX","Taiwan"
"4915",48,242,151,"TX","Thailand"
"4916",48,243,68,"TX","Turkey"
"4917",48,245,18,"TX","UnitedArabEmirates"
"4918",48,246,11,"TX","Uzbekistan"
"4919",48,247,1380,"TX","Vietnam"
"4920",48,249,25,"TX","Asia"
"4921",48,253,2,"TX","SouthCentralAsia"
"4922",48,254,15,"TX","OtherAsia"
"4923",48,300,1,"TX","Bermuda"
"4924",48,301,518,"TX","Canada"
"4925",48,303,20492,"TX","Mexico"
"4926",48,310,36,"TX","Belize"
"4927",48,311,49,"TX","CostaRica"
"4928",48,312,1351,"TX","ElSalvador"
"4929",48,313,399,"TX","Guatemala"
"4930",48,314,567,"TX","Honduras"
"4931",48,315,130,"TX","Nicaragua"
"4932",48,316,72,"TX","Panama"
"4933",48,321,1,"TX","Antigua"
"4934",48,323,9,"TX","Bahamas"
"4935",48,324,10,"TX","Barbados"
"4936",48,327,217,"TX","Cuba"
"4937",48,328,9,"TX","Dominica"
"4938",48,329,54,"TX","DominicanRepublic"
"4939",48,330,3,"TX","Grenada"
"4940",48,332,31,"TX","Haiti"
"4941",48,333,74,"TX","Jamaica"
"4942",48,339,11,"TX","St.Lucia"
