"","X","POBP","SEX","AGEP","count","cont","lon","lat"
"49",49,"Albania","male","very young",43,"EUROPE",20.1092513768019,41.0970841804437
"50",50,"Albania","male","young",119,"EUROPE",20.1092513768019,41.0970841804437
"51",51,"Albania","male","middle",103,"EUROPE",20.1092513768019,41.0970841804437
"52",52,"Albania","male","old",50,"EUROPE",20.1092513768019,41.0970841804437
"53",53,"Albania","male","very old",12,"EUROPE",20.1092513768019,41.0970841804437
"54",54,"Albania","female","very young",41,"EUROPE",20.1092513768019,41.0970841804437
"55",55,"Albania","female","young",133,"EUROPE",20.1092513768019,41.0970841804437
"56",56,"Albania","female","middle",108,"EUROPE",20.1092513768019,41.0970841804437
"57",57,"Albania","female","old",35,"EUROPE",20.1092513768019,41.0970841804437
"58",58,"Albania","female","very old",22,"EUROPE",20.1092513768019,41.0970841804437
"59",59,"Austria","male","very young",13,"EUROPE",13.4733656855191,47.5797318991493
"60",60,"Austria","male","young",36,"EUROPE",13.4733656855191,47.5797318991493
"61",61,"Austria","male","middle",39,"EUROPE",13.4733656855191,47.5797318991493
"62",62,"Austria","male","old",125,"EUROPE",13.4733656855191,47.5797318991493
"63",63,"Austria","male","very old",51,"EUROPE",13.4733656855191,47.5797318991493
"64",64,"Austria","female","very young",9,"EUROPE",13.4733656855191,47.5797318991493
"65",65,"Austria","female","young",40,"EUROPE",13.4733656855191,47.5797318991493
"66",66,"Austria","female","middle",52,"EUROPE",13.4733656855191,47.5797318991493
"67",67,"Austria","female","old",146,"EUROPE",13.4733656855191,47.5797318991493
"68",68,"Austria","female","very old",92,"EUROPE",13.4733656855191,47.5797318991493
"69",69,"Belgium","male","very young",22,"EUROPE",4.73210363007762,50.5906272841377
"70",70,"Belgium","male","young",60,"EUROPE",4.73210363007762,50.5906272841377
"71",71,"Belgium","male","middle",49,"EUROPE",4.73210363007762,50.5906272841377
"72",72,"Belgium","male","old",50,"EUROPE",4.73210363007762,50.5906272841377
"73",73,"Belgium","male","very old",18,"EUROPE",4.73210363007762,50.5906272841377
"74",74,"Belgium","female","very young",30,"EUROPE",4.73210363007762,50.5906272841377
"75",75,"Belgium","female","young",45,"EUROPE",4.73210363007762,50.5906272841377
"76",76,"Belgium","female","middle",58,"EUROPE",4.73210363007762,50.5906272841377
"77",77,"Belgium","female","old",63,"EUROPE",4.73210363007762,50.5906272841377
